Parameter,Results,Units,LOQ,Matrix,CAS.No,Dilution,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
Cyclohexane,0.69,ug/m3,0.69,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
Carbontetrachloride,0.37,ug/m3,0.25,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
"2,2,4-Trimethylpentane",2.3,ug/m3,0.93,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
Benzene,1.1,ug/m3,0.64,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
"1,2-Dichloroethane",0.81,ug/m3,0.81,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
n-Heptane,0.85,ug/m3,0.82,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
Trichloroethene,0.21,ug/m3,0.21,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
Methylmethacrylate,2,ug/m3,2,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
"1,2-Dichloropropane",0.92,ug/m3,0.92,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
"1,4-Dioxane",18,ug/m3,18,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
Bromodichloromethane,1.3,ug/m3,1.3,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
"cis-1,3-Dichloropropene",0.91,ug/m3,0.91,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
methylisobutylketone,2,ug/m3,2,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
Toluene,3.3,ug/m3,0.75,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
"trans-1,3-Dichloropropene",0.91,ug/m3,0.91,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
"1,1,2-Trichloroethane",1.1,ug/m3,1.1,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
Tetrachloroethene,1.4,ug/m3,1.4,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
MethylButylKetone(2-Hexanone),2,ug/m3,2,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
Dibromochloromethane,1.7,ug/m3,1.7,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
"1,2-Dibromoethane",1.5,ug/m3,1.5,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
Chlorobenzene,0.92,ug/m3,0.92,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
Ethylbenzene,0.87,ug/m3,0.87,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
"m,p-Xylene",2.2,ug/m3,2.2,Air,"NA","NA",testamerica,1860 Eastern Parkway,OA-01,09/14/2017,09/22/2017,18CVCP020K
