Parameter,Results,Units,LOQ,Matrix,CAS.No,Dilution,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
"cis-1,3-Dichloropropene",ND,ug/m3,3.6,Air,10061-01-5,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
m-Dichlorobenzene,ND,ug/m3,4.8,Air,541-73-1,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
o-Dichlorobenzene,ND,ug/m3,4.8,Air,95-50-1,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
p-Dichlorobenzene,ND,ug/m3,4.8,Air,106-46-7,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
"trans-1,3-Dichloropropene",ND,ug/m3,3.6,Air,10061-02-6,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
,855,ug/m3,19,Air,64-17-5,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
,6.5,ug/m3,3.5,Air,100-41-4,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
,36.4,ug/m3,2.9,Air,141-78-6,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
,2,ug/m3,3.9,Air,622-96-8,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Freon 113,ND,ug/m3,6.1,Air,76-13-1,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Freon 114,ND,ug/m3,5.6,Air,76-14-2,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Heptane,4.5,ug/m3,3.3,Air,142-82-5,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Hexachlorobutadiene,ND,ug/m3,8.5,Air,87-68-3,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Hexane,7.4,ug/m3,2.8,Air,110-54-3,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
2-Hexanone,ND,ug/m3,3.3,Air,591-78-6,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
lsopropyl Alcohol,15,ug/m3,2,Air,67-63-0,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Methylene chloride,19,ug/m3,2.8,Air,64164,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Methyl ethyl ketone,12,ug/m3,2.4,Air,78-93-3,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Methyl lsobutyl  Ketone,ND,ug/m3,3.3,Air,108-10-1,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Methyl Tert Butyl Ether,ND,ug/m3,2.9,Air,1634-04-4,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Methylmethacrylate,ND,ug/m3,3.3,Air,80-62-6,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Propylene,65.400000000000006,ug/m3,3.4,Air,115-07-1,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Styrene,3.9,ug/m3,3.4,Air,100-42-5,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
"1,1, I-Trichloroethane",ND,ug/m3,4.4000000000000004,Air,71-55-6,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
"I, 1,2,2-Tetrachloroethane",ND,ug/m3,5.5,Air,79-34-5,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
"1,1,2-Trichloroethane",ND,ug/m3,4.4000000000000004,Air,79-00-5,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
"1, 2,4-Trichlorobenzene",ND,ug/m3,5.9,Air,120-82-1,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
"1,2,4-Trimethylbenzene",6.4,ug/m3,3.9,Air,95-63-6,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
"1,3,5-Trimethylbenzene",2.2999999999999998,ug/m3,3.9,Air,108-67-8,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
"2,2,4-Trimethylpentane",ND,ug/m3,3.7,Air,540-84-1,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Tertiary Butyl Alcohol,7,ug/m3,Z.4,Air,75-65-0,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Tetrachloroethylene,2380,ug/m3,5.4,Air,127-18-4,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Tetrahydrofuran,2.1,ug/m3,Z.4,Air,109-99-9,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Toluene,34,ug/m3,3,Air,108-88-3,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Trichloroethylene,"98,3",ug/m3,0.86,Air,65386,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Trichlorofluoromethane,6.7,ug/m3,4.5,Air,75-69-4,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Vinyl chloride,ND,ug/m3,2,Air,63923,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Vinyl Acetate,ND,ug/m3,2.8,Air,108-05-4,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
o-Xylene,5.2,ug/m3,3.5,Air,95-47-6,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Xylenes (total),23,ug/m3,3.5,Air,1330-20-7,"NA",sgs,131 Berry Street,A1019,"NA",08/01/2012,13CVCP112K
Benzene,33.200000000000003,ug/m3,2.6,Air,71-43-2,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
Ethylbenzene,6.9,ug/m3,3.5,Air,100-41-4,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
Tetrachloroethylene,221,ug/m3,1.1000000000000001,Air,127-18-4,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
Tetrahydrofuran,2.4,ug/m3,2.4,Air,109-99-9,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
Toluene,37,ug/m3,3,Air,108-88-3,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
Trichloroethylene,3.9,ug/m3,0.86,Air,65386,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
Trichlorofluoromethane,2.8,ug/m3,4.5,Air,75-69-4,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
Vinyl chloride,ND,ug/m3,2,Air,63923,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
Vinyl Acetate,ND,ug/m3,2.8,Air,108-05-4,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
"m,p-Xylene",18,ug/m3,3.5,Air,106.2,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
a-Xylene,5.2,ug/m3,3.5,Air,95-47-6,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
Xylenes (total),24,ug/m3,3.5,Air,1330-20-7,"NA",sgs,131 Berry Street,SVP-2,07/27/2012,08/01/2012,13CVCP112K
Benzene,130,ug/m3,2.6,Air,71-43-2,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
Etl1ylbenzene,7.8,ug/m3,3.5,Air,106.2,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
Tetrachloroethylene,106,ug/m3,1.1000000000000001,Air,165.8,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
Tetrahydrofuran,ND,ug/m3,2.4,Air,72.11,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
Toluene,43.3,ug/m3,3,Air,92.14,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
Trichloroethylene,5.9,ug/m3,"0,86",Air,131.4,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
Trichlorofluoromethane,2.9,ug/m3,4.5,Air,137.4,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
Vinyl chloride,ND,ug/m3,2,Air,62.5,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
Vinyl Acetate,ND,ug/m3,2.8,Air,86,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
"m,p-Xylene",19,ug/m3,3.5,Air,106.2,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
o-Xylene,6.5,ug/m3,3.5,Air,106.2,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
Xylenes (total),25,ug/m3,3.5,Air,106.2,"NA",sgs,131 Berry Street,SVP-3,07/27/2012,08/01/2012,13CVCP112K
Acetone,43.7,ug/m3,1.9,Air,67-64-1,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,3-Butadiene",8.6,ug/m3,1.8,Air,106-99-0,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Benzene,9.3000000000000007,ug/m3,2.6,Air,71-43-2,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Bromodichloromethane,ND,ug/m3,5.4,Air,75-27-4,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Bromoform,ND,ug/m3,8.3,Air,75-25-2,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Bromomethane,ND,ug/m3,3.1,Air,74-83-9,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Bromoethene,ND,ug/m3,3.5,Air,593-60-2,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Benzyl Chloride,ND,ug/m3,4.1,Air,100-44-7,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Carbon disulfide,4.7,ug/m3,2.5,Air,75-15-0,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Chlorobenzene,ND,ug/m3,3.7,Air,108-90-7,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Chloroethane,ND,ug/m3,2.1,Air,75-00-3,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Chloroform,2.9,ug/m3,3.9,Air,67-66-3,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Chloromethane,0.97,ug/m3,1.7,Air,74-87-3,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
3-Chloropropene,ND,ug/m3,2.5,Air,107-05-1,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
2-Chlorotoluene,ND,ug/m3,4.1,Air,95-49-8,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Carbon tetrachloride,ND,ug/m3,5,Air,56-23-5,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Cyclohexane,29,ug/m3,2.8,Air,110-82-7,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,1-Dichloroethane",ND,ug/m3,3.2,Air,75-34-3,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,1-Dichloroethylene",ND,ug/m3,3.2,Air,75-35-4,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,2-Dibromoethane",ND,ug/m3,6.1,Air,106-93-4,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,2-Dichloroethane",ND,ug/m3,3.2,Air,107-06-2,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,2-Dichloropropane",ND,ug/m3,3.7,Air,78-87-5,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,4-Dioxane",ND,ug/m3,2.9,Air,123-91-1,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Dichlorodifluoromethane,4.2,ug/m3,4,Air,75-71-8,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Dibromochloromethane,ND,ug/m3,6.8,Air,124-48-1,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"trans-1,2-Dichloroethylene",ND,ug/m3,3.2,Air,156-60-5,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"cis-1,2-Dichloroethylene",ND,ug/m3,3.2,Air,156-59-2,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"cis-1,3-Dichloropropene",ND,ug/m3,3.6,Air,10061-01-5,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
m-Dichlorobenzene,ND,ug/m3,4.8,Air,541-73-1,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
o-Dichlorobenzene,ND,ug/m3,4.8,Air,95-50-1,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
p-Dichlorobenzene,ND,ug/m3,4.8,Air,106-46-7,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"trans-1,3-Dichloropropene",ND,ug/m3,3.6,Air,10061-02-6,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Ethanol,15,ug/m3,3.8,Air,64-17-5,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Ethylbenzene,12,ug/m3,3.5,Air,100-41-4,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Ethyl Acetate,13,ug/m3,2.9,Air,141-78-6,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
4-Ethyltoluene,ND,ug/m3,3.9,Air,622-96-8,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Freon 113,ND,ug/m3,6.1,Air,76-13-1,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Freon 114,ND,ug/m3,5.6,Air,76-14-2,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Heptane,38,ug/m3,3.3,Air,142-82-5,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Hexachlorobutadiene,ND,ug/m3,8.5,Air,87-68-3,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Hexane,68.7,ug/m3,2.8,Air,110-54-3,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
2-Hexanone,ND,ug/m3,3.3,Air,591-78-6,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Isopropyl Alcohol,ND,ug/m3,2,Air,67-63-0,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Methylene chloride,13,ug/m3,2.8,Air,64164,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Methyl ethyl ketone,3.2,ug/m3,2.4,Air,78-93-3,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Methyl Isobutyl Ketone,ND,ug/m3,3.3,Air,108-10-1,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Methyl Tert Butyl Ether,ND,ug/m3,2.9,Air,1634-04-4,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Methylmethacrylate,ND,ug/m3,3.3,Air,80-62-6,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Propylene,ND,ug/m3,3.4,Air,115-07-1,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Styrene,ND,ug/m3,3.4,Air,100-42-5,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,1,1-Trichloroethane",13,ug/m3,4.4,Air,71-55-6,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,5.5,Air,79-34-5,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,1,2-Trichloroethane",ND,ug/m3,4.4,Air,79-00-5,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,2,4-Trichlorobenzene",ND,ug/m3,5.9,Air,120-82-1,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,2,4-Trimethylbenzene",2.4,ug/m3,3.9,Air,95-63-6,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"1,3,5-Trimethylbenzene",ND,ug/m3,3.9,Air,108-67-8,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
"2,2,4-Trimethylpentane",4.5,ug/m3,3.7,Air,540-84-1,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Tertiary Butyl Alcohol,ND,ug/m3,2.4,Air,75-65-0,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Tetrachloroethylene,6.8,ug/m3,1.1,Air,127-18-4,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Tetrahydrofuran,ND,ug/m3,2.4,Air,109-99-9,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Toluene,31,ug/m3,3,Air,108-88-3,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Trichloroethylene,ND,ug/m3,0.86,Air,65386,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Trichlorofluoromethane,3.9,ug/m3,4.5,Air,75-69-4,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Vinyl chloride,ND,ug/m3,2,Air,63923,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Vinyl Acetate,ND,ug/m3,2.8,Air,108-05-4,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
o-Xylene,3.2,ug/m3,3.5,Air,95-47-6,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Xylenes (total),12,ug/m3,3.5,Air,1330-20-7,"NA",sgs,233 Nevins Street,SV-1,05/30/2017,06/21/2017,19CVCP007K
Acetone,24,ug/m3,1.9,Air,67-64-1,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,3-Butadiene",ND,ug/m3,1.8,Air,106-99-0,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Benzene,ND,ug/m3,2.6,Air,71-43-2,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Bromodichloromethane,ND,ug/m3,5.4,Air,75-27-4,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Bromoform,ND,ug/m3,8.3,Air,75-25-2,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Bromomethane,ND,ug/m3,3.1,Air,74-83-9,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Bromoethene,ND,ug/m3,3.5,Air,593-60-2,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Benzyl Chloride,ND,ug/m3,4.1,Air,100-44-7,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Carbon disulfide,ND,ug/m3,2.5,Air,75-15-0,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Chlorobenzene,ND,ug/m3,3.7,Air,108-90-7,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Chloroethane,ND,ug/m3,2.1,Air,75-00-3,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Chloroform,ND,ug/m3,3.9,Air,67-66-3,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Chloromethane,1.2,ug/m3,1.7,Air,74-87-3,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
3-Chloropropene,ND,ug/m3,2.5,Air,107-05-1,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
2-Chlorotoluene,ND,ug/m3,4.1,Air,95-49-8,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Carbon tetrachloride,ND,ug/m3,5,Air,56-23-5,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Cyclohexane,ND,ug/m3,2.8,Air,110-82-7,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,1-Dichloroethane",ND,ug/m3,3.2,Air,75-34-3,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,1-Dichloroethylene",ND,ug/m3,3.2,Air,75-35-4,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,2-Dibromoethane",ND,ug/m3,6.1,Air,106-93-4,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,2-Dichloroethane",ND,ug/m3,3.2,Air,107-06-2,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,2-Dichloropropane",ND,ug/m3,3.7,Air,78-87-5,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,4-Dioxane",ND,ug/m3,2.9,Air,123-91-1,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Dichlorodifluoromethane,2.5,ug/m3,4,Air,75-71-8,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Dibromochloromethane,ND,ug/m3,6.8,Air,124-48-1,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"trans-1,2-Dichloroethylene",ND,ug/m3,3.2,Air,156-60-5,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"cis-1,2-Dichloroethylene",ND,ug/m3,3.2,Air,156-59-2,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"cis-1,3-Dichloropropene",ND,ug/m3,3.6,Air,10061-01-5,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
m-Dichlorobenzene,ND,ug/m3,4.8,Air,541-73-1,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
o-Dichlorobenzene,ND,ug/m3,4.8,Air,95-50-1,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
p-Dichlorobenzene,ND,ug/m3,4.8,Air,106-46-7,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"trans-1,3-Dichloropropene",ND,ug/m3,3.6,Air,10061-02-6,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Ethanol,30.5,ug/m3,3.8,Air,64-17-5,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Ethylbenzene,ND,ug/m3,3.5,Air,100-41-4,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Ethyl Acetate,ND,ug/m3,2.9,Air,141-78-6,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
4-Ethyltoluene,ND,ug/m3,3.9,Air,622-96-8,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Freon 113,ND,ug/m3,6.1,Air,76-13-1,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Freon 114,ND,ug/m3,5.6,Air,76-14-2,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Heptane,ND,ug/m3,3.3,Air,142-82-5,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Hexachlorobutadiene,ND,ug/m3,8.5,Air,87-68-3,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Hexane,2.2000000000000002,ug/m3,2.8,Air,110-54-3,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
2-Hexanone,ND,ug/m3,3.3,Air,591-78-6,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Isopropyl Alcohol,7.6,ug/m3,2,Air,67-63-0,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Methylene chloride,7.3,ug/m3,2.8,Air,64164,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Methyl ethyl ketone,1.9,ug/m3,2.4,Air,78-93-3,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Methyl Isobutyl Ketone,ND,ug/m3,3.3,Air,108-10-1,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Methyl Tert Butyl Ether,ND,ug/m3,2.9,Air,1634-04-4,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Methylmethacrylate,ND,ug/m3,3.3,Air,80-62-6,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Propylene,3.6,ug/m3,3.4,Air,115-07-1,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Styrene,ND,ug/m3,3.4,Air,100-42-5,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,1,1-Trichloroethane",ND,ug/m3,4.4,Air,71-55-6,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,5.5,Air,79-34-5,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,1,2-Trichloroethane",ND,ug/m3,4.4,Air,79-00-5,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,2,4-Trichlorobenzene",ND,ug/m3,5.9,Air,120-82-1,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
