CAS.No,Parameter,Results,Units,LOQ,Dilution,Matrix,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
"NA",n-Heptane,0.82,ug/m3,0.82,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Trichloroethene,0.21,ug/m3,0.21,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Methylmethacrylate,2,ug/m3,2,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dichloropropane",0.92,ug/m3,0.92,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","1,4-Dioxane",18,ug/m3,18,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Bromodichloromethane,1.3,ug/m3,1.3,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","cis-1,3-Dichloropropene",0.91,ug/m3,0.91,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",methylisobutylketone,2,ug/m3,2,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Toluene,3,ug/m3,0.75,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","trans-1,3-Dichloropropene",0.91,ug/m3,0.91,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1,2-Trichloroethane",1.1,ug/m3,1.1,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Tetrachloroethene,1.4,ug/m3,1.4,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",MethylButylKetone(2-Hexanone),2,ug/m3,2,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Dibromochloromethane,1.7,ug/m3,1.7,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dibromoethane",1.5,ug/m3,1.5,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Chlorobenzene,0.92,ug/m3,0.92,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Ethylbenzene,2.2,ug/m3,0.87,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","m,p-Xylene",8.3,ug/m3,2.2,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","Xylene,o-",2.3,ug/m3,0.87,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Xylene(total),11,ug/m3,3,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Styrene,0.85,ug/m3,0.85,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Bromoform,2.1,ug/m3,2.1,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Cumene,0.98,ug/m3,0.98,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1,2,2-Tetrachloroethane",1.4,ug/m3,1.4,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",n-Propylbenzene,0.98,ug/m3,0.98,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",4-Ethyltoluene,0.98,ug/m3,0.98,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","1,3,5-Trimethylbenzene",0.98,ug/m3,0.98,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",2-Chlorotoluene,1,ug/m3,1,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",tert-Butylbenzene,1.1,ug/m3,1.1,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2,4-Trimethylbenzene",0.98,ug/m3,0.98,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",sec-Butylbenzene,1.1,ug/m3,1.1,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",4-Isopropyltoluene,1.1,ug/m3,1.1,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","1,3-Dichlorobenzene",1.2,ug/m3,1.2,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","1,4-Dichlorobenzene",1.2,ug/m3,1.2,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Benzylchloride,1,ug/m3,1,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",n-Butylbenzene,1.1,ug/m3,1.1,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dichlorobenzene",1.2,ug/m3,1.2,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2,4-Trichlorobenzene",3.7,ug/m3,3.7,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Hexachlorobutadiene,2.1,ug/m3,2.1,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Naphthalene,2.6,ug/m3,2.6,"NA",Air,testamerica,1860 Eastern Parkway,OA-02,2017-09-14,2017-09-22,18CVCP020K
"NA",Dichlorodifluoromethane,2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Freon22,2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dichlorotetrafluoroethane",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Chloromethane,2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",n-Butane,3.2,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Vinylchloride,0.2,ppbv,0.2,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,3-Butadiene",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Bromomethane,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Chloroethane,2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Bromoethene(VinylBromide),1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Trichlorofluoromethane,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",FreonTF,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1-Dichloroethene",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Acetone,29,ppbv,25,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Isopropylalcohol,25,ppbv,25,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Carbondisulfide,2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",3-Chloropropene,2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",MethyleneChloride,2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",tert-Butylalcohol,25,ppbv,25,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Methyltert-butylether,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","trans-1,2-Dichloroethene",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",n-Hexane,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1-Dichloroethane",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",MethylEthylKetone,2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","cis-1,2-Dichloroethene",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dichloroethene,Total",2,ppbv,2,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Chloroform,11,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Tetrahydrofuran,25,ppbv,25,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1,1-Trichloroethane",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Cyclohexane,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Carbontetrachloride,0.2,ppbv,0.2,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","2,2,4-Trimethylpentane",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Benzene,1.3,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dichloroethane",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",n-Heptane,1.3,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Trichloroethene,0.68,ppbv,0.2,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Methylmethacrylate,2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dichloropropane",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,4-Dioxane",25,ppbv,25,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Bromodichloromethane,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","cis-1,3-Dichloropropene",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",methylisobutylketone,2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Toluene,24,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","trans-1,3-Dichloropropene",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1,2-Trichloroethane",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Tetrachloroethene,120,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",MethylButylKetone(2-Hexanone),2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Dibromochloromethane,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dibromoethane",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Chlorobenzene,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Ethylbenzene,1.4,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","m,p-Xylene",4.1,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","Xylene,o-",1.8,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Xylene(total),5.9,ppbv,3.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Styrene,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Bromoform,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Cumene,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1,2,2-Tetrachloroethane",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",n-Propylbenzene,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",4-Ethyltoluene,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,3,5-Trimethylbenzene",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",2-Chlorotoluene,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",tert-Butylbenzene,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2,4-Trimethylbenzene",3.4,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",sec-Butylbenzene,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",4-Isopropyltoluene,1.8,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,3-Dichlorobenzene",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,4-Dichlorobenzene",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Benzylchloride,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",n-Butylbenzene,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dichlorobenzene",1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2,4-Trichlorobenzene",2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Hexachlorobutadiene,1,ppbv,1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Naphthalene,2.5,ppbv,2.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Dichlorodifluoromethane,12,ug/m3,12,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Freon22,8.8,ug/m3,8.8,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dichlorotetrafluoroethane",7,ug/m3,7,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Chloromethane,5.2,ug/m3,5.2,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",n-Butane,7.5,ug/m3,5.9,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Vinylchloride,0.51,ug/m3,0.51,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,3-Butadiene",2.2,ug/m3,2.2,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Bromomethane,3.9,ug/m3,3.9,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Chloroethane,6.6,ug/m3,6.6,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Bromoethene(VinylBromide),4.4,ug/m3,4.4,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Trichlorofluoromethane,5.6,ug/m3,5.6,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",FreonTF,7.7,ug/m3,7.7,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1-Dichloroethene",4,ug/m3,4,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Acetone,70,ug/m3,59,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Isopropylalcohol,61,ug/m3,61,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Carbondisulfide,7.8,ug/m3,7.8,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",3-Chloropropene,7.8,ug/m3,7.8,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",MethyleneChloride,8.7,ug/m3,8.7,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",tert-Butylalcohol,76,ug/m3,76,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Methyltert-butylether,3.6,ug/m3,3.6,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","trans-1,2-Dichloroethene",4,ug/m3,4,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",n-Hexane,3.5,ug/m3,3.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1-Dichloroethane",4,ug/m3,4,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",MethylEthylKetone,7.4,ug/m3,7.4,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","cis-1,2-Dichloroethene",4,ug/m3,4,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dichloroethene,Total",7.9,ug/m3,7.9,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Chloroform,53,ug/m3,4.9,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Tetrahydrofuran,74,ug/m3,74,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1,1-Trichloroethane",5.5,ug/m3,5.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Cyclohexane,3.4,ug/m3,3.4,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Carbontetrachloride,1.3,ug/m3,1.3,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","2,2,4-Trimethylpentane",4.7,ug/m3,4.7,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Benzene,4.1,ug/m3,3.2,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dichloroethane",4,ug/m3,4,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",n-Heptane,5.5,ug/m3,4.1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Trichloroethene,3.7,ug/m3,1.1,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Methylmethacrylate,10,ug/m3,10,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dichloropropane",4.6,ug/m3,4.6,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,4-Dioxane",90,ug/m3,90,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Bromodichloromethane,6.7,ug/m3,6.7,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","cis-1,3-Dichloropropene",4.5,ug/m3,4.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",methylisobutylketone,10,ug/m3,10,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Toluene,91,ug/m3,3.8,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","trans-1,3-Dichloropropene",4.5,ug/m3,4.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1,2-Trichloroethane",5.5,ug/m3,5.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Tetrachloroethene,830,ug/m3,6.8,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",MethylButylKetone(2-Hexanone),10,ug/m3,10,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Dibromochloromethane,8.5,ug/m3,8.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2-Dibromoethane",7.7,ug/m3,7.7,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Chlorobenzene,4.6,ug/m3,4.6,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Ethylbenzene,6,ug/m3,4.3,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","m,p-Xylene",18,ug/m3,11,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","Xylene,o-",7.7,ug/m3,4.3,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Xylene(total),26,ug/m3,15,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Styrene,4.3,ug/m3,4.3,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Bromoform,10,ug/m3,10,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",Cumene,4.9,ug/m3,4.9,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,1,2,2-Tetrachloroethane",6.9,ug/m3,6.9,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",n-Propylbenzene,4.9,ug/m3,4.9,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",4-Ethyltoluene,4.9,ug/m3,4.9,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,3,5-Trimethylbenzene",4.9,ug/m3,4.9,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",2-Chlorotoluene,5.2,ug/m3,5.2,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA",tert-Butylbenzene,5.5,ug/m3,5.5,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
"NA","1,2,4-Trimethylbenzene",17,ug/m3,4.9,"NA",Air,testamerica,1860 Eastern Parkway,SSV-01,2017-09-14,2017-09-22,18CVCP020K
