CAS.No,Parameter,Results,Units,LOQ,Dilution,Matrix,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
NA,Benzyl chloride,NA,ug/m3,10,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,Benzene,18,ug/m3,6.4,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,Acetone,540,ug/m3,4.8,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,2-Hexanone,63,ug/m3,8.2,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,2-Butanone,37,ug/m3,5.9,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dioxane",NA,ug/m3,7.2,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dichlorobenzene",NA,ug/m3,12,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Dichlorobenzene",NA,ug/m3,12,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Butadiene",NA,ug/m3,8.7,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3,5-Trimethylbenzene",14,ug/m3,9.8,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,14,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloropropane",NA,ug/m3,9.3,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloroethane",NA,ug/m3,8.1,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorobenzene",NA,ug/m3,12,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trimethylbenzene",54,ug/m3,9.8,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trichlorobenzene",NA,ug/m3,15,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethylene",NA,ug/m3,7.9,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethane",NA,ug/m3,8.1,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,Trichlorofluoromethane (Freon 11),44,ug/m3,11,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2-Trichloroethane",NA,ug/m3,11,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,15,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2,2-Tetrachloroethane",NA,ug/m3,14,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,1-Trichloroethane",NA,ug/m3,11,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,Dichlorodifluoromethane,NA,ug/m3,9.9,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dibromoethane",NA,ug/m3,15,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,Dibromochloromethane,NA,ug/m3,16,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,Methyl Methacrylate,NA,ug/m3,8.2,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,Chlorobenzene,240,ug/m3,9.2,19.69,SV,York,1328 Fulton Street,SV-1,2013-06-05,2013-06-11,14CVCP192K
NA,Vinyl Chloride,NA,ug/m3,5.3,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Vinyl acetate,NA,ug/m3,7.3,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Trichloroethylene,NA,ug/m3,5.6,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"trans-1,3-Dichloropropylene",NA,ug/m3,9.5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"trans-1,2-Dichloroethylene",NA,ug/m3,8.3,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Toluene,140,ug/m3,7.9,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Tetrahydrofuran,NA,ug/m3,6.1,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Tetrachloroethylene,NA,ug/m3,14,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Styrene,NA,ug/m3,8.9,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Propylene,NA,ug/m3,3.6,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,p-Ethyltoluene,NA,ug/m3,51,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,p- & m- Xylenes,140,ug/m3,18,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,o-Xylene,36,ug/m3,9,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,n-Hexane,31,ug/m3,7.3,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,n-Heptane,55,ug/m3,8.5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Methylene chloride,8.7,ug/m3,7.2,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Methyl tert-butyl ether (MTBE),NA,ug/m3,7.5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,4-Methyl-2-pentanone,NA,ug/m3,8.5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Tsopropanol,NA,ug/m3,5.1,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Hexachlorobutadiene,NA,ug/m3,22,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Ethyl Benzene,46,ug/m3,9,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Ethyl acetate,NA,ug/m3,7.5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Cyclohexane,NA,ug/m3,7.2,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"cis-1,3-Dichloropropylene",NA,ug/m3,9.5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"cis-1,2-Dichloroethylene",NA,ug/m3,8.3,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Chloromethane,NA,ug/m3,4.3,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Chloroform,NA,ug/m3,10,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Chloroethane,NA,ug/m3,5.5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Carbon tetrachloride,NA,ug/m3,6.6,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Carbon disulfide,12,ug/m3,6.5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Bromomethane,NA,ug/m3,8.1,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Bromoform,NA,ug/m3,22,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Bromodichloromethane,NA,ug/m3,13,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Benzyl chloride,NA,ug/m3,11,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Benzene,17,ug/m3,6.7,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Acetone,330,ug/m3,5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,2-Hexanone,NA,ug/m3,8.5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,2-Butanone,21,ug/m3,6.1,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dioxane",NA,ug/m3,7.5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dichlorobenzene",NA,ug/m3,13,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Dichlorobenzene",NA,ug/m3,13,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Butadiene",NA,ug/m3,9,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3,5-Trimethylbenzene",NA,ug/m3,10,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,15,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloropropane",NA,ug/m3,9.6,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloroethane",NA,ug/m3,8.4,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorobenzene",NA,ug/m3,13,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trimethylbenzene",20,ug/m3,10,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trichlorobenzene",NA,ug/m3,15,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethylene",NA,ug/m3,8.3,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethane",NA,ug/m3,8.4,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Trichlorofluoromethane (Freon 11),36,ug/m3,12,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2-Trichloroethane",NA,ug/m3,11,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,16,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2,2-Tetrachloroethane",NA,ug/m3,14,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,1-Trichloroethane",NA,ug/m3,11,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Dichlorodifluoromethane,NA,ug/m3,10,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dibromoethane",NA,ug/m3,16,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Dibromochloromethane,NA,ug/m3,17,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Methyl Methacrylate,NA,ug/m3,8.5,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Chlorobenzene,220,ug/m3,9.6,20.49,SV,York,1328 Fulton Street,SV-2,2013-06-05,2013-06-11,14CVCP192K
NA,Vinyl Chloride,NA,ug/m3,5.1,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Vinyl acetate,NA,ug/m3,7,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Trichloroethylene,NA,ug/m3,5.4,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"trans-1,3-Dichloropropylene",NA,ug/m3,9.1,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"trans-1,2-Dichloroethylene",NA,ug/m3,7.9,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Toluene,210,ug/m3,7.5,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Tetrahydrofuran,22,ug/m3,5.9,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Tetrachloroethylene,NA,ug/m3,14,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Styrene,NA,ug/m3,8.5,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Propylene,NA,ug/m3,3.4,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,p-Ethyltoluene,NA,ug/m3,49,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,p- & m- Xylenes,170,ug/m3,17,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,o-Xylene,45,ug/m3,8.7,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,n-Hexane,55,ug/m3,7,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,n-Heptane,80,ug/m3,8.2,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Methylene chloride,7.6,ug/m3,6.9,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Methyl tert-butyl ether (MTBE),NA,ug/m3,7.2,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,4-Methyl-2-pentanone,NA,ug/m3,8.2,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Tsopropanol,7.8,ug/m3,4.9,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Hexachlorobutadiene,NA,ug/m3,21,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Ethyl Benzene,6,ug/m3,8.7,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Ethyl acetate,NA,ug/m3,7.2,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Cyclohexane,6.9,ug/m3,6.9,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"cis-1,3-Dichloropropylene",NA,ug/m3,9.1,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"cis-1,2-Dichloroethylene",NA,ug/m3,7.9,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Chloromethane,NA,ug/m3,4.1,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Chloroform,NA,ug/m3,9.7,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Chloroethane,NA,ug/m3,5.3,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Carbon tetrachloride,NA,ug/m3,6.3,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Carbon disulfide,110,ug/m3,6.2,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Bromomethane,NA,ug/m3,7.7,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Bromoform,NA,ug/m3,21,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Bromodichloromethane,NA,ug/m3,12,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Benzyl chloride,NA,ug/m3,10,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Benzene,27,ug/m3,6.4,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Acetone,510,ug/m3,4.7,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,2-Hexanone,NA,ug/m3,8.2,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,2-Butanone,49,ug/m3,5.9,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dioxane",NA,ug/m3,7.2,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dichlorobenzene",NA,ug/m3,12,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Dichlorobenzene",NA,ug/m3,12,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Butadiene",NA,ug/m3,8.6,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3,5-Trimethylbenzene",NA,ug/m3,9.8,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,14,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloropropane",NA,ug/m3,9.2,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloroethane",NA,ug/m3,8.1,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorobenzene",NA,ug/m3,12,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trimethylbenzene",29,ug/m3,9.8,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trichlorobenzene",NA,ug/m3,15,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethylene",NA,ug/m3,7.9,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethane",NA,ug/m3,8.1,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Trichlorofluoromethane (Freon 11),15,ug/m3,11,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2-Trichloroethane",NA,ug/m3,11,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,15,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2,2-Tetrachloroethane",NA,ug/m3,14,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,1-Trichloroethane",NA,ug/m3,11,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Dichlorodifluoromethane,NA,ug/m3,9.9,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dibromoethane",NA,ug/m3,15,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Dibromochloromethane,NA,ug/m3,16,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Methyl Methacrylate,NA,ug/m3,8.2,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Chlorobenzene,NA,ug/m3,9.2,19.61,SV,York,1328 Fulton Street,SV-3,2013-06-05,2013-06-11,14CVCP192K
NA,Vinyl Chloride,NA,ug/m3,5.1,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Vinyl acetate,NA,ug/m3,7,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Trichloroethylene,NA,ug/m3,5.3,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"trans-1,3-Dichloropropylene",NA,ug/m3,9,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"trans-1,2-Dichloroethylene",NA,ug/m3,7.9,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Toluene,250,ug/m3,7.5,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Tetrahydrofuran,75,ug/m3,5.9,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Tetrachloroethylene,NA,ug/m3,13,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Styrene,NA,ug/m3,8.5,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Propylene,NA,ug/m3,3.4,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,p-Ethyltoluene,NA,ug/m3,49,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,p- & m- Xylenes,200,ug/m3,17,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,o-Xylene,53,ug/m3,8.6,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,n-Hexane,420,ug/m3,7,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,n-Heptane,210,ug/m3,8.1,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Methylene chloride,NA,ug/m3,6.9,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Methyl tert-butyl ether (MTBE),NA,ug/m3,7.1,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,4-Methyl-2-pentanone,NA,ug/m3,8.1,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Tsopropanol,NA,ug/m3,4.9,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Hexachlorobutadiene,NA,ug/m3,21,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Ethyl Benzene,68,ug/m3,8.6,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Ethyl acetate,NA,ug/m3,7.2,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Cyclohexane,NA,ug/m3,6.8,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"cis-1,3-Dichloropropylene",NA,ug/m3,9,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"cis-1,2-Dichloroethylene",NA,ug/m3,7.9,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Chloromethane,NA,ug/m3,4.1,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Chloroform,NA,ug/m3,9.7,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Chloroethane,NA,ug/m3,5.2,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Carbon tetrachloride,480,ug/m3,6.2,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Carbon disulfide,40,ug/m3,6.2,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Bromomethane,NA,ug/m3,7.7,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Bromoform,NA,ug/m3,21,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Bromodichloromethane,NA,ug/m3,12,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Benzyl chloride,NA,ug/m3,10,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Benzene,58,ug/m3,6.3,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Acetone,490,ug/m3,4.7,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,2-Hexanone,NA,ug/m3,8.1,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,2-Butanone,30,ug/m3,5.9,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dioxane",NA,ug/m3,7.2,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dichlorobenzene",NA,ug/m3,12,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Dichlorobenzene",NA,ug/m3,12,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Butadiene",NA,ug/m3,8.6,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
