street_address,laboratory,lab_data_availability,sample_id,collection_date,analysis_date,parameter,ppbv_results,ppbv_rl,ug_m3_results,ug_m3_rl
86 Fleet Place,Spectrum Analytical,Yes,SV-C,2007-06-12,2007-06-16T00:00:00Z,"1,4-Dichlorobenzene",0.75,0.5,4.5,3
86 Fleet Place,Spectrum Analytical,Yes,SV-C,2007-06-12,2007-06-16T00:00:00Z,"1,2-Dichlorobenzene",ND,0.5,ND,3
86 Fleet Place,Spectrum Analytical,Yes,SV-C,2007-06-12,2007-06-16T00:00:00Z,"1,2,4-Trichlorobenzene",ND,0.5,ND,3.7
86 Fleet Place,Spectrum Analytical,Yes,SV-C,2007-06-12,2007-06-16T00:00:00Z,Hexachlorobutadiene,ND,0.5,ND,5.3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Propene,ND,0.5,ND,0.9
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Dichlorodifluoromethane(Freon12),0.45,0.5,2.2,2.5
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Chloromethane,ND,0.5,ND,1
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,2-Dichlorotetrafluoroethane(Freon114)",ND,0.5,ND,3.5
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Vinylchloride,ND,0.5,ND,1.3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,3-Butadiene",ND,0.5,ND,1.1
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Bromomethane,ND,0.5,ND,1.9
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Chloroethane,ND,0.5,ND,1.3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Acetone,2.02,0.5,4.8,1.2
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Trichlorofluoromethane(Freon11),0.8,0.5,4.5,2.8
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Ethanol,ND,0.5,ND,0.9
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,1-Dichloroethene",ND,0.5,ND,2
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Methylenechloride,ND,0.5,ND,1.7
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,1,2-Trichlorotrifluoroethane(Freon113)",ND,0.5,ND,3.8
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Carbondisulfide,ND,0.5,ND,1.6
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"trans-1,2-Dichloroethene",ND,0.5,ND,2
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,1-Dichloroethane",ND,0.5,ND,2
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Methyltert-butylether,ND,0.5,ND,1.8
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Isopropylalcohol,ND,0.5,ND,1.2
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,2-Butanone(MEK),ND,0.5,ND,1.5
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"cis-1,2-Dichloroethene",ND,0.5,ND,2
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Hexane,ND,0.5,ND,1.8
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Ethylacetate,ND,0.5,ND,1.8
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Chloroform,4.33,0.5,21.1,2.4
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Tetrahydrofuran,ND,0.5,ND,1.5
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,2-Dichloroethane",ND,0.5,ND,2
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,1,1-Trichloroethane",ND,0.5,ND,2.7
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Benzene,ND,0.5,ND,1.6
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Carbontetrachloride,ND,0.5,ND,3.2
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Cyclohexane,ND,0.5,ND,1.7
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,2-Dichloropropane",ND,0.5,ND,2.3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Bromodichloromethane,ND,0.5,ND,3.4
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Trichloroethene,ND,0.5,ND,2.7
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,n-Heptane,ND,0.5,ND,2.1
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,4-Methyl-2-pentanone(MIBK),ND,0.5,ND,2.1
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"cis-1,3-Dichloropropene",ND,0.5,ND,2.3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"trans-1,3-Dichloropropene",ND,0.5,ND,2.3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,1,2-Trichloroethane",ND,0.5,ND,2.7
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Toluene,3.41,0.5,12.8,1.9
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,2-Hexanone(MBK),ND,0.5,ND,2.1
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Dibromochloromethane,ND,0.5,ND,4.3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,2-Dibromoethane(EDB)",ND,0.5,ND,3.8
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Tetrachloroethene,62.1,0.5,421,3.4
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Chlorobenzene,ND,0.5,ND,2.3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Ethylbenzene,0.68,0.5,3,2.2
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"m,p-Xylene",2.34,1,10.1,4.3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Bromoform,ND,0.5,ND,5.2
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Styrene,1.14,0.5,4.9,2.1
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,o-Xylene,0.92,0.5,4,2.2
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,1,2,2-Tetrachloroethane",ND,0.5,ND,3.4
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,3,5-Trimethylbenzene",0.48,0.5,2.4,2.5
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,4-Ethyltoluene,0.47,0.5,2.3,2.5
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,2,4-Trimethylbenzene",1.77,0.5,8.7,2.5
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,3-Dichlorobenzene",ND,0.5,ND,3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Benzylchloride,ND,0.5,ND,2.6
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,4-Dichlorobenzene",0.68,0.5,4.1,3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,2-Dichlorobenzene",ND,0.5,ND,3
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,"1,2,4-Trichlorobenzene",ND,0.5,ND,3.7
86 Fleet Place,Spectrum Analytical,Yes,SV-E,2007-06-12,2007-06-16T00:00:00Z,Hexachlorobutadiene,ND,0.5,ND,5.3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Propene,0.75,0.5,1.3,0.9
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Dichlorodifluoromethane(Freon12),1.26,0.5,6.2,2.5
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Chloromethane,ND,0.5,ND,1
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,2-Dichlorotetrafluoroethane(Freon114)",ND,0.5,ND,3.5
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Vinylchloride,ND,0.5,ND,1.3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,3-Butadiene",ND,0.5,ND,1.1
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Bromomethane,ND,0.5,ND,1.9
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Chloroethane,ND,0.5,ND,1.3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Acetone,9.89,0.5,23.5,1.2
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Trichlorofluoromethane(Freon11),3.89,0.5,21.9,2.8
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Ethanol,ND,0.5,ND,0.9
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,1-Dichloroethene",ND,0.5,ND,2
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Methylenechloride,ND,0.5,ND,1.7
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,1,2-Trichlorotrifluoroethane(Freon113)",ND,0.5,ND,3.8
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Carbondisulfide,0.69,0.5,2.2,1.6
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"trans-1,2-Dichloroethene",ND,0.5,ND,2
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,1-Dichloroethane",ND,0.5,ND,2
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Methyltert-butylether,ND,0.5,ND,1.8
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Isopropylalcohol,ND,0.5,ND,1.2
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,2-Butanone(MEK),1.92,0.5,5.7,1.5
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"cis-1,2-Dichloroethene",ND,0.5,ND,2
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Hexane,ND,0.5,ND,1.8
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Ethylacetate,ND,0.5,ND,1.8
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Chloroform,ND,0.5,ND,2.4
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Tetrahydrofuran,ND,0.5,ND,1.5
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,2-Dichloroethane",ND,0.5,ND,2
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,1,1-Trichloroethane",ND,0.5,ND,2.7
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Benzene,ND,0.5,ND,1.6
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Carbontetrachloride,ND,0.5,ND,3.2
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Cyclohexane,ND,0.5,ND,1.7
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,2-Dichloropropane",ND,0.5,ND,2.3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Bromodichloromethane,ND,0.5,ND,3.4
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Trichloroethene,ND,0.5,ND,2.7
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,n-Heptane,ND,0.5,ND,2.1
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,4-Methyl-2-pentanone(MIBK),ND,0.5,ND,2.1
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"cis-1,3-Dichloropropene",ND,0.5,ND,2.3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"trans-1,3-Dichloropropene",ND,0.5,ND,2.3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,1,2-Trichloroethane",ND,0.5,ND,2.7
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Toluene,3.79,0.5,14.3,1.9
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,2-Hexanone(MBK),0.32,0.5,1.3,2.1
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Dibromochloromethane,ND,0.5,ND,4.3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,2-Dibromoethane(EDB)",ND,0.5,ND,3.8
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Tetrachloroethene,26.4,0.5,179,3.4
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Chlorobenzene,ND,0.5,ND,2.3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Ethylbenzene,0.82,0.5,3.6,2.2
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"m,p-Xylene",2.81,1,12.2,4.3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Bromoform,ND,0.5,ND,5.2
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Styrene,1.31,0.5,5.6,2.1
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,o-Xylene,1.08,0.5,4.7,2.2
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,1,2,2-Tetrachloroethane",ND,0.5,ND,3.4
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,3,5-Trimethylbenzene",0.55,0.5,2.7,2.5
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,4-Ethyltoluene,0.55,0.5,2.7,2.5
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,2,4-Trimethylbenzene",1.93,0.5,9.5,2.5
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,3-Dichlorobenzene",ND,0.5,ND,3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Benzylchloride,ND,0.5,ND,2.6
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,4-Dichlorobenzene",0.66,0.5,4,3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,2-Dichlorobenzene",ND,0.5,ND,3
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,"1,2,4-Trichlorobenzene",ND,0.5,ND,3.7
86 Fleet Place,Spectrum Analytical,Yes,SV-F,2007-06-12,2007-06-16T00:00:00Z,Hexachlorobutadiene,ND,0.5,ND,5.3
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Propene,10.2,2,17.6,3.4
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Dichlorodifluoromethane(Freon12),27.4,2,135,9.9
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Chloromethane,ND,2,ND,4.1
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,2-Dichlorotetrafluoroethane(Freon114)",ND,2,ND,14
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Vinylchloride,ND,2,ND,5.1
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,3-Butadiene",ND,2,ND,4.4
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Bromomethane,ND,2,ND,7.8
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Chloroethane,3,2,7.9,5.3
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Acetone,19.1,2,45.4,4.8
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Trichlorofluoromethane(Freon11),22.2,2,125,11.2
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Ethanol,ND,2,ND,3.8
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,1-Dichloroethene",ND,2,ND,7.9
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Methylenechloride,ND,2,ND,6.9
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,1,2-Trichlorotrifluoroethane(Freon113)",ND,2,ND,15.3
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Carbondisulfide,9.12,2,28.4,6.2
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"trans-1,2-Dichloroethene",ND,2,ND,7.9
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,1-Dichloroethane",ND,2,ND,8.1
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Methyltert-butylether,ND,2,ND,7.2
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Isopropylalcohol,ND,2,ND,4.9
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,2-Butanone(MEK),1.88,2,5.5,5.9
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"cis-1,2-Dichloroethene",ND,2,ND,7.9
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Hexane,ND,2,ND,7.1
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Ethylacetate,ND,2,ND,7.2
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Chloroform,185,2,900,9.7
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Tetrahydrofuran,ND,2,ND,5.9
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,2-Dichloroethane",ND,2,ND,8.1
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,1,1-Trichloroethane",ND,2,ND,10.9
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Benzene,ND,2,ND,6.4
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Carbontetrachloride,ND,2,ND,12.6
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Cyclohexane,1.48,2,5.1,6.9
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,2-Dichloropropane",ND,2,ND,9.2
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Bromodichloromethane,ND,2,ND,13.4
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Trichloroethene,ND,2,ND,10.7
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,n-Heptane,ND,2,ND,8.2
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,4-Methyl-2-pentanone(MIBK),ND,2,ND,8.2
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"cis-1,3-Dichloropropene",ND,2,ND,9.1
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"trans-1,3-Dichloropropene",ND,2,ND,9.1
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,1,2-Trichloroethane",ND,2,ND,10.9
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Toluene,7,2,26.3,7.5
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,2-Hexanone(MBK),ND,2,ND,8.2
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Dibromochloromethane,ND,2,ND,17
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,2-Dibromoethane(EDB)",ND,2,ND,15.4
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Tetrachloroethene,15.3,2,104,13.6
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Chlorobenzene,1.68,2,7.7,9.2
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Ethylbenzene,1.68,2,7.3,8.7
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"m,p-Xylene",8.52,4,36.9,17.3
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Bromoform,ND,2,ND,20.7
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Styrene,ND,2,ND,8.5
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,o-Xylene,3.32,2,14.4,8.7
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,1,2,2-Tetrachloroethane",ND,2,ND,13.7
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,3,5-Trimethylbenzene",1.36,2,6.7,9.8
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,4-Ethyltoluene,2.68,2,13.2,9.8
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,2,4-Trimethylbenzene",2.64,2,13,9.8
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,3-Dichlorobenzene",ND,2,ND,12
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Benzylchloride,ND,2,ND,10.3
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,4-Dichlorobenzene",ND,2,ND,12
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,2-Dichlorobenzene",ND,2,ND,12
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,"1,2,4-Trichlorobenzene",ND,2,ND,14.8
86 Fleet Place,Spectrum Analytical,Yes,SV-G,2007-06-12,2007-06-18T00:00:00Z,Hexachlorobutadiene,ND,2,ND,21.3
86 Fleet Place,Alpha Analytical,Yes,SV01,2014-05-19,2014-05-28T00:00:00Z,Dichlorodifluoromethane,71,1,351,4.94
86 Fleet Place,Alpha Analytical,Yes,SV01,2014-05-19,2014-05-28T00:00:00Z,Chloromethane,ND,1,ND,2.07
86 Fleet Place,Alpha Analytical,Yes,SV01,2014-05-19,2014-05-28T00:00:00Z,Freon-114,ND,1,ND,6.99
86 Fleet Place,Alpha Analytical,Yes,SV01,2014-05-19,2014-05-28T00:00:00Z,Vinyl chloride,ND,1,ND,2.56
