street_address,sample_id,parameter,ppbv_result,ppbv_rl,lod_mdl,ug_m3_result,ug_m3_rl,lod_mdl_2,date_time,by,dilution
1048 MANHATTAN AVE.,SV1,NA,0.924,NA,0.244,3.78,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,0.557,NA,0.204,2.74,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.182,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,3.47,NA,0.244,14.2,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Acetone,54.0,D,2.11,128,5.01,5.01,2017-06-01T04:00:00Z,KCA,5
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.461,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,1.56,NA,0.313,4.98,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.193,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Bromodichloromethane,ND,0.149,0.149,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Bromoform,ND,0.097,0.097,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Bromomethane,ND,0.258,0.258,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Carbon Disulfide,ND,0.321,0.321,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Carbon Tetrachloride,0.096,0.040,0.040,0.60,0.25,0.25,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Chlorobenzene,ND,0.217,0.217,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Chloroethane,ND,0.379,0.379,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Chloroform,ND,0.205,0.205,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Chloromethane,ND,0.485,0.485,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,"Cis-1,2-Dichloroethene",ND,0.252,0.252,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,"cis-1,3-Dichloropropene",ND,0.221,0.221,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Cyclohexane,0.399,0.291,0.291,1.37,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Dibromochloromethane,ND,0.118,0.118,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Dichlorodifluoromethane,0.449,0.202,0.202,2.22,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Ethanol,49.3,D   2.66,2.66,92.8,5.01,5.01,2017-06-01T04:00:00Z,KCA,5
1048 MANHATTAN AVE.,SV1,Ethyl acetate,1.74,0.278,0.278,6.27,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Ethylbenzene,3.85,0.230,0.230,16.7,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Heptane,2.24,0.244,0.244,9.17,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Hexachlorobutadiene,ND,0.094,0.094,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Hexane,1.83,S  0.284,0.284,6.45,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Isopropylalcohol,4.63,0.407,0.407,11.4,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Isopropylbenzene,ND,0.204,0.204,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,"m,p-Xylene",13.4,0.230,0.230,58.1,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Methyl Ethyl Ketone,8.90,0.339,0.339,26.2,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Methyl tert-butyl ether(MTBE),0.344,0.278,0.278,1.24,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,Methylene Chloride,ND,0.288,0.288,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
